,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Ratio,EU_Sales_Ratio,JP_Sales_Ratio,Other_Sales_Ratio
14365,14599,Guitar Freaks V & DrumMania V,PS2,2006.0,Simulation,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14366,14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14367,14601,Driver: Parallel Lines,Wii,2007.0,Racing,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14368,14602,Doom,PC,1992.0,Shooter,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14369,14603,Gekido Advance: Kintaro's Revenge,GBA,2002.0,Action,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14370,14604,OZMAFIA!! -vivace-,PSV,2015.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14371,14605,Girls Only,DS,2010.0,Simulation,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14372,14606,Future Tactics: The Uprising,XB,2004.0,Strategy,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14373,14607,Power Poke Dash,GBA,2006.0,Sports,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14374,14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009.0,Misc,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14375,14609,Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14376,14610,Turn It Around,DS,2006.0,Action,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14377,14611,Blaze Union: Story to Reach the Future,PSP,2010.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14378,14612,Attack on Titan (KOEI),XOne,2016.0,Action,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14379,14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14380,14614,Race Driver 2006,PSP,2006.0,Racing,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14381,14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14382,14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14383,14617,My Hero Academia: Battle for All,3DS,2016.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14384,14618,Nisekoi: Yomeiri!?,PSV,2014.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14385,14619,New Tokyo Legacy: Operation Babel,PSV,2015.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14386,14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011.0,Misc,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14387,14621,Rugby League Live 3,X360,2015.0,Action,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14388,14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011.0,Misc,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14389,14623,101-in-1 Sports Party Megamix,Wii,2010.0,Sports,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14390,14624,Roadsters,PS,2000.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14391,14625,The Croods: Prehistoric Party!,WiiU,2013.0,Misc,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14392,14626,Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14393,14627,DeathSmiles II,X360,2010.0,Shooter,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14394,14628,Romance of the Three Kingdoms II,3DS,2015.0,Strategy,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14395,14629,Calcio Bit,GBA,2006.0,Sports,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14396,14630,Monsters vs. Aliens,PC,2009.0,Action,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14397,14631,Whiteout,XB,2002.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14398,14632,Hyakumanton no Bara Bara,PSP,2010.0,Strategy,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14399,14633,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006.0,Strategy,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14400,14634,The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14401,14635,1000 Cooking Recipes from ELLE à table,DS,2010.0,Misc,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14402,14636,Hajime no Ippo: The Fighting,GBA,2002.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14403,14637,Merv Griffin's Crosswords,DS,2008.0,Puzzle,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14404,14638,Stellaris,PC,2016.0,Strategy,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14405,14639,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14406,14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14407,14641,Syberia II,XB,2004.0,Adventure,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14408,14642,PopCap Hits! Vol 2,X360,2011.0,Misc,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14409,14643,Ao no Kanata no Four Rhythm,PSV,2016.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14410,14644,Motor Trend presents Lotus Challenge,XB,2003.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14411,14645,Mystery Trackers: The Void,PC,2011.0,Puzzle,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14412,14646,Trine 2,WiiU,2012.0,Platform,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14413,14647,Bleach DS 4th: Flame Bringer,DS,2009.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14414,14648,Pacific Liberator,Wii,2009.0,Action,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14415,14649,Botanicula,PC,2012.0,Adventure,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14416,14650,Parfait,PSV,2015.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14417,14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14418,14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14419,14653,Puzzle Challenge: Crosswords and More!,Wii,2009.0,Puzzle,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14420,14654,Nisenochigiri: Omoide no Saki e,PSP,2011.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14421,14655,Rugby League Live,X360,2010.0,Sports,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14422,14656,Age of Conan: Rise of the Godslayer,PC,2010.0,Role-Playing,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14423,14657,Totally Spies! Totally Party,PC,2008.0,Misc,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14424,14658,Battlefield Vietnam,PC,2004.0,Shooter,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14425,14659,In Cold Blood,PS,2000.0,Adventure,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14426,14660,Mega Minis Volume 2,PSP,2011.0,Misc,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14427,14661,Kamigami no Asobi,PSP,2013.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14428,14662,Fireblade,GC,2002.0,Action,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14429,14663,Kong: King of Atlantis,GBA,2005.0,Action,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14430,14664,Kidou Senshi V Gundam,SNES,1994.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14431,14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14432,14666,The Settlers II 10th Anniversary,PC,2006.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14433,14667,Wrestle Angels: Survivor 2,PS2,2008.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14434,14668,Onechanbara Z Kagura,X360,2012.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14435,14669,Ride,PC,2015.0,Racing,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14436,14670,The King of Fighters 02/03,XB,2005.0,Fighting,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14437,14671,ESPN Winter X Games: Snowboarding 2002,XB,2002.0,Sports,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14438,14672,Betty Boop's Double Shift,DS,2007.0,Puzzle,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14439,14673,Warhammer: Mark of Chaos,PC,2006.0,Strategy,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14440,14674,Tsuku Monogatari,PSP,2011.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14441,14675,Vitamin Z,PS2,2009.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14442,14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14443,14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14444,14678,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14445,14680,Nobunaga no Yabou DS 2,DS,2008.0,Strategy,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14446,14681,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14447,14682,Schlag den Raab,PC,2010.0,Misc,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14448,14683,Ghostbusters (2016),PS4,2016.0,Action,Desconocido,0.02,0.0,0.0,0.01,0.03,0.6666666666666667,0.0,0.0,0.33333333333333337
14449,14684,Secrets of the Titanic,DS,2012.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14450,14685,Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14451,14686,Animaniacs: The Great Edgar Hunt,GC,2005.0,Platform,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14452,14687,Safari Adventures: Africa,DS,2008.0,Adventure,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14453,14688,Harukanaru Toki no Naka de 6,PSV,2015.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14454,14689,Dream Club Zero Portable,PSV,2011.0,Simulation,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14455,14690,Samurai Warriors 2,PS3,2013.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14456,14691,Cossacks: European Wars,PC,2001.0,Strategy,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14457,14692,The Island of Dr. Frankenstein,Wii,2009.0,Adventure,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14458,14693,TV Total Events,Wii,2011.0,Misc,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14459,14694,Battle Arena Toshinden URA,SAT,1995.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14460,14695,Darius Burst: Chronicle Saviours,PSV,2016.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14461,14696,Biohazard: Revival Selection,X360,2011.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14462,14697,Labyrinth Cross Blood: Infinity,PSV,2013.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14463,14698,Prince of Persia (2008),PC,2008.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14464,14700,HotBrain,PSP,2007.0,Puzzle,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14465,14701,UK Truck Simulator,PC,2010.0,Simulation,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14466,14702,Gudetama: Hanjuku de Tanomuwa,3DS,2015.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14467,14703,MechAssault: Phantom War,DS,2006.0,Simulation,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14468,14704,Magicka,PC,2011.0,Role-Playing,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14469,14705,Star Trek: The Game,PC,2013.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14470,14706,Moto Racer DS,DS,2008.0,Racing,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14471,14707,The Last Guy,PS3,2009.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14472,14708,Disney Sports Soccer,GBA,2002.0,Sports,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14473,14709,Akane Iro ni Somaru Saka Parallel,PS2,2008.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14474,14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14475,14711,Monster Hunter Frontier Online: Forward 1,X360,2011.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14476,14712,X3: Terran Conflict,PC,2008.0,Simulation,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14477,14713,Timeshock! Pro Pinball,PS,1998.0,Misc,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14478,14714,Max Payne,GBA,2003.0,Shooter,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14479,14715,D1 Professional Drift Grand Prix Series,PS2,2005.0,Racing,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14480,14716,Starry ? Sky: In Winter,PSP,2011.0,Misc,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14481,14717,Little Bears,DS,2009.0,Simulation,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14482,14718,Rush Hour,PS,1997.0,Misc,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14483,14719,Pro Cast Sports Fishing,XB,2003.0,Sports,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14484,14720,Gintama: Banji Oku Chuubu!,Wii,2007.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14485,14721,Aegis of Earth: Protonovus Assault,PS3,2016.0,Action,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14486,14722,Saka Agari Hurricane Portable,PSP,2011.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14487,14723,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007.0,Strategy,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14488,14724,King Arthur II,PC,2011.0,Strategy,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14489,14725,Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14490,14726,Dakar 2: The World's Ultimate Rally,GC,2003.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14491,14727,NBA 2K7,XB,2006.0,Sports,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14492,14728,Auto Modellista,GC,2003.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14493,14729,Jewel Match 2,DS,2012.0,Puzzle,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14494,14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011.0,Misc,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14495,14731,MySims,PC,2008.0,Simulation,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14496,14732,Guild Wars: Nightfall,PC,2006.0,Role-Playing,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14497,14733,Greg Hastings' Tournament Paintball Max'd,GBA,2006.0,Shooter,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14498,14734,Dave Mirra Freestyle BMX 3,GBA,2002.0,Sports,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14499,14735,My Animal Centre,Wii,2009.0,Simulation,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14500,14736,Eco Creatures: Save The Forest,DS,2007.0,Adventure,Desconocido,0.03,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0
14501,14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14502,14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14503,14739,Dragon Tamer: Sound Spirit,DS,2007.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14504,14740,Frogger: Ancient Shadow,XB,2005.0,Platform,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14505,14741,Pro Evolution Soccer 2017,XOne,2016.0,Sports,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14506,14742,La Pucelle: Ragnarok,PSP,2009.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14507,14743,Kiniro no Corda 2 f Encore,PSP,2009.0,Role-Playing,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14508,14744,Darius II,SAT,1995.0,Shooter,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14509,14745,Jewel Quest 5: The Sleepless Star,DS,2012.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14510,14746,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003.0,Strategy,Desconocido,0.0,0.02,0.0,0.01,0.03,0.0,0.6666666666666667,0.0,0.33333333333333337
14511,14747,Bleach: Soul Carnival 2,PSP,2009.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14512,14748,ParaParaParadise,PS2,2001.0,Misc,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14513,14749,Tiger & Bunny: On-Air Jack!,PSP,2012.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14514,14750,Pro Evolution Soccer 2012,3DS,2011.0,Action,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14515,14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012.0,Action,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14516,14752,Warship Gunner 2,PS2,2006.0,Simulation,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14517,14753,Gotcha Force,GC,2003.0,Shooter,Desconocido,0.01,0.0,0.01,0.0,0.03,0.33333333333333337,0.0,0.33333333333333337,0.0
14518,14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14519,14755,Star Wars The Clone Wars: Republic Heroes,PC,2009.0,Action,Desconocido,0.0,0.02,0.0,0.0,0.03,0.0,0.6666666666666667,0.0,0.0
14520,14756,CID The Dummy,PSP,2009.0,Platform,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14521,14757,Xblaze: Lost Memories,PSV,2015.0,Adventure,Desconocido,0.02,0.0,0.0,0.01,0.03,0.6666666666666667,0.0,0.0,0.33333333333333337
14522,14758,DiRT Rally,PC,2016.0,Racing,Desconocido,0.0,0.03,0.0,0.0,0.03,0.0,1.0,0.0,0.0
14523,14759,The Perfect Golf,PS,1995.0,Sports,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14524,14760,Let's Sing 2016,PS4,2015.0,Action,Desconocido,0.02,0.0,0.0,0.01,0.03,0.6666666666666667,0.0,0.0,0.33333333333333337
14525,14761,Wrestle Kingdom,PS2,2006.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14526,14762,Demon Driver: Time to Burn Rubber!,GBA,2003.0,Racing,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14527,14763,The Golf Club,XOne,2014.0,Sports,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14528,14764,Bigfoot King of Crush,Wii,2011.0,Racing,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14529,14765,Mojo!,XB,2003.0,Puzzle,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14530,14766,Infinite Stratos 2: Ignition Hearts,PS3,2014.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14531,14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,Desconocido,0.02,0.0,0.0,0.0,0.03,0.6666666666666667,0.0,0.0,0.0
14532,14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14533,14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013.0,Fighting,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
14534,14770,The Sims 2: Bon Voyage,PC,2007.0,Simulation,Desconocido,0.01,0.01,0.0,0.0,0.03,0.33333333333333337,0.33333333333333337,0.0,0.0
14535,14771,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003.0,Action,Desconocido,0.02,0.01,0.0,0.0,0.03,0.6666666666666667,0.33333333333333337,0.0,0.0
14536,14772,Clannad,X360,2008.0,Adventure,Desconocido,0.0,0.0,0.03,0.0,0.03,0.0,0.0,1.0,0.0
